cell,time (min),A intensity (a.u.),B intensity (a.u.),C intensity (a.u.),X intensity (a.u.)
58,31.773,0.101,0.086,0.042,0.462
58,33.445,0.049,0.059,0.043,0.488
58,35.117,0.048,0.066,0.053,0.600
58,36.789,0.057,0.054,0.041,0.392
58,38.462,0.043,0.040,0.012,0.295
58,40.134,0.062,0.023,0.003,0.483
58,41.806,0.067,0.043,0.005,0.349
58,43.478,0.096,0.040,0.025,0.482
58,45.151,0.093,0.046,0.007,0.588
58,46.823,0.039,0.021,0.025,0.409
58,48.495,0.083,0.019,0.038,0.356
58,50.167,0.052,0.018,0.012,0.483
58,51.839,0.068,0.016,0.031,0.546
58,53.512,0.074,0.033,0.000,0.572
58,55.184,0.050,0.013,0.002,0.416
58,56.856,0.056,0.024,0.005,0.484
58,58.528,0.099,0.012,0.002,0.115
58,60.201,0.039,0.017,0.024,0.045
58,61.873,0.106,0.017,0.201,0.068
58,63.545,0.238,0.040,0.323,0.076
58,65.217,0.422,0.120,0.412,0.048
58,66.890,0.482,0.208,0.457,0.080
58,68.562,0.567,0.292,0.570,0.156
58,70.234,0.617,0.350,0.587,0.085
58,71.906,0.655,0.407,0.661,0.062
58,73.579,0.695,0.458,0.655,0.012
58,75.251,0.728,0.505,0.692,0.127
58,76.923,0.631,0.551,0.762,0.094
58,78.595,0.597,0.543,0.801,0.041
58,80.268,0.651,0.540,0.753,0.162
58,81.940,0.683,0.581,0.736,0.083
58,83.612,0.696,0.552,0.760,0.057
58,85.284,0.753,0.569,0.695,0.127
58,86.957,0.710,0.605,0.582,0.060
58,88.629,0.680,0.652,0.488,0.171
58,90.301,0.560,0.670,0.412,0.075
58,91.973,0.621,0.692,0.335,0.032
58,93.645,0.668,0.728,0.286,0.052
58,95.318,0.600,0.728,0.273,0.042
58,96.990,0.665,0.714,0.211,0.013
58,98.662,0.619,0.765,0.172,0.093
58,100.334,0.561,0.779,0.138,0.023
58,102.007,0.472,0.758,0.104,0.059
58,103.679,0.378,0.765,0.089,0.175
58,105.351,0.338,0.730,0.160,0.063
58,107.023,0.397,0.710,0.262,0.040
58,108.696,0.544,0.684,0.313,0.016
58,110.368,0.589,0.683,0.440,0.368
58,112.040,0.627,0.738,0.415,0.622
58,113.712,0.739,0.766,0.368,0.520
58,115.385,0.682,0.799,0.307,0.608
58,117.057,0.643,0.815,0.253,0.295
58,118.729,0.623,0.836,0.219,0.444
58,120.401,0.589,0.800,0.191,0.509
58,122.074,0.523,0.870,0.180,0.431
58,123.746,0.494,0.894,0.144,0.256
58,125.418,0.426,0.829,0.124,0.393
58,127.090,0.452,0.798,0.135,0.426
58,128.763,0.323,0.769,0.105,0.576
58,130.435,0.373,0.720,0.214,0.374
58,132.107,0.451,0.736,0.279,0.410
58,133.779,0.550,0.724,0.385,0.338
58,135.452,0.612,0.731,0.456,0.355
58,137.124,0.760,0.797,0.511,0.223
58,138.796,0.751,0.804,0.547,0.375
58,140.468,0.758,0.782,0.567,0.587
58,142.140,0.706,0.774,0.631,0.480
58,143.813,0.686,0.731,0.681,0.485
58,145.485,0.703,0.763,0.700,0.293
58,147.157,0.717,0.765,0.787,0.390
58,148.829,0.722,0.764,0.859,0.265
58,150.502,0.696,0.806,0.787,0.332
58,152.174,0.667,0.777,0.736,0.444
58,153.846,0.698,0.795,0.722,0.350
58,155.518,0.700,0.805,0.722,0.259
58,157.191,0.690,0.839,0.701,0.380
58,158.863,0.763,0.876,0.656,0.400
58,160.535,0.823,0.871,0.681,0.636
58,162.207,0.736,0.871,0.703,0.589
58,163.880,0.747,0.900,0.756,0.737
58,165.552,0.709,0.871,0.790,0.785
58,167.224,0.750,0.826,0.735,0.264
58,168.896,0.735,0.830,0.633,0.461
58,170.569,0.724,0.811,0.541,0.411
58,172.241,0.774,0.822,0.554,0.358
58,173.913,0.747,0.889,0.606,0.339
58,175.585,0.784,0.847,0.656,0.432
58,177.258,0.783,0.839,0.668,0.557
58,178.930,0.721,0.850,0.646,0.505
58,180.602,0.720,0.781,0.664,0.510
58,182.274,0.799,0.781,0.650,0.523
58,183.946,0.735,0.787,0.707,0.437
58,185.619,0.714,0.775,0.760,0.378
58,187.291,0.683,0.814,0.772,0.577
58,188.963,0.729,0.836,0.747,0.530
58,190.635,0.658,0.792,0.772,0.410
58,192.308,0.778,0.758,0.783,0.716
58,193.980,0.834,0.721,0.757,0.640
58,195.652,0.798,0.720,0.849,0.404
58,197.324,0.776,0.703,0.845,0.299
58,198.997,0.756,0.716,0.848,0.516
58,200.669,0.719,0.727,0.832,0.332
58,202.341,0.751,0.765,0.796,0.471
58,204.013,0.790,0.814,0.773,0.555
58,205.686,0.759,0.841,0.815,0.556
58,207.358,0.777,0.811,0.797,0.379
58,209.030,0.737,0.853,0.795,0.416
58,210.702,0.705,0.888,0.849,0.556
58,212.375,0.654,0.871,0.835,0.376
58,214.047,0.712,0.905,0.836,0.456
58,215.719,0.660,0.884,0.855,0.405
58,217.391,0.644,0.915,0.888,0.458
58,219.064,0.656,0.876,0.867,0.427
58,220.736,0.666,0.802,0.849,0.347
58,222.408,0.549,0.804,0.769,0.392
58,224.080,0.638,0.833,0.785,0.479
58,225.753,0.641,0.814,0.816,0.601
58,227.425,0.671,0.769,0.774,0.445
58,229.097,0.659,0.768,0.757,0.368
58,230.769,0.639,0.821,0.666,0.393
58,232.441,0.653,0.790,0.558,0.395
58,234.114,0.606,0.774,0.484,0.436
58,235.786,0.672,0.829,0.417,0.370
58,237.458,0.642,0.809,0.358,0.498
58,239.130,0.695,0.790,0.309,0.607
58,240.803,0.698,0.800,0.260,0.355
58,242.475,0.723,0.792,0.247,0.550
58,244.147,0.761,0.768,0.224,0.593
58,245.819,0.706,0.813,0.187,0.508
58,247.492,0.571,0.804,0.159,0.315
58,249.164,0.524,0.813,0.149,0.536
58,250.836,0.489,0.848,0.121,0.432
58,252.508,0.470,0.823,0.095,0.371
58,254.181,0.399,0.864,0.093,0.648
58,255.853,0.340,0.866,0.077,0.487
58,257.525,0.324,0.843,0.195,0.449
58,259.197,0.405,0.844,0.211,0.345
58,260.870,0.405,0.836,0.137,0.158
58,262.542,0.350,0.830,0.119,0.139
58,264.214,0.327,0.751,0.204,0.055
58,265.886,0.451,0.722,0.278,0.031
58,267.559,0.548,0.742,0.353,0.098
58,269.231,0.549,0.753,0.410,0.044
58,270.903,0.605,0.789,0.511,0.120
58,272.575,0.618,0.728,0.583,0.064
58,274.247,0.698,0.740,0.644,0.077
58,275.920,0.726,0.740,0.627,0.023
58,277.592,0.670,0.712,0.684,0.013
58,279.264,0.738,0.730,0.673,0.159
58,280.936,0.761,0.750,0.631,0.143
58,282.609,0.766,0.746,0.663,0.019
58,284.281,0.777,0.738,0.638,0.020
58,285.953,0.686,0.790,0.690,0.004
58,287.625,0.576,0.818,0.749,0.039
58,289.298,0.661,0.839,0.810,0.033
58,290.970,0.606,0.810,0.844,0.060
58,292.642,0.626,0.813,0.802,0.092
58,294.314,0.644,0.798,0.736,0.050
58,295.987,0.701,0.769,0.665,0.102
58,297.659,0.683,0.817,0.595,0.130
58,299.331,0.809,0.801,0.649,0.064
58,301.003,0.795,0.783,0.528,0.082
58,302.676,0.775,0.816,0.433,0.341
58,304.348,0.757,0.802,0.364,0.263
58,306.020,0.710,0.859,0.315,0.377
58,307.692,0.665,0.834,0.359,0.326
58,309.365,0.719,0.810,0.449,0.467
58,311.037,0.759,0.831,0.428,0.487
58,312.709,0.759,0.833,0.487,0.278
58,314.381,0.838,0.840,0.575,0.337
58,316.054,0.853,0.866,0.596,0.389
58,317.726,0.701,0.884,0.594,0.563
58,319.398,0.675,0.921,0.574,0.303
58,321.070,0.647,0.990,0.630,0.460
58,322.742,0.680,0.972,0.652,0.637
58,324.415,0.656,0.953,0.713,0.617
58,326.087,0.668,0.985,0.769,0.547
58,327.759,0.703,0.906,0.786,0.484
58,329.431,0.826,0.866,0.717,0.550
58,331.104,0.828,0.814,0.628,0.452
58,332.776,0.769,0.833,0.515,0.352
58,334.448,0.710,0.801,0.439,0.373
58,336.120,0.597,0.816,0.361,0.610
58,337.793,0.588,0.845,0.325,0.390
58,339.465,0.625,0.790,0.243,0.636
58,341.137,0.580,0.780,0.220,0.497
58,342.809,0.608,0.778,0.173,0.484
58,344.482,0.707,0.787,0.162,0.595
58,346.154,0.629,0.806,0.131,0.220
58,347.826,0.491,0.833,0.110,0.037
58,349.498,0.411,0.792,0.075,0.145
58,351.171,0.290,0.723,0.058,0.168
58,352.843,0.230,0.654,0.040,0.087
58,354.515,0.187,0.591,0.049,0.404
58,356.187,0.135,0.543,0.066,0.438
58,357.860,0.114,0.433,0.028,0.455
58,359.532,0.118,0.393,0.147,0.469
58,361.204,0.247,0.335,0.216,0.550
58,362.876,0.353,0.354,0.198,0.326
58,364.548,0.457,0.430,0.262,0.359
58,366.221,0.578,0.510,0.382,0.431
58,367.893,0.606,0.605,0.425,0.486
58,369.565,0.635,0.604,0.479,0.515
58,371.237,0.569,0.646,0.523,0.410
58,372.910,0.585,0.654,0.547,0.416
58,374.582,0.601,0.705,0.557,0.426
58,376.254,0.639,0.759,0.638,0.286
58,377.926,0.547,0.742,0.616,0.416
58,379.599,0.594,0.759,0.664,0.419
58,381.271,0.599,0.754,0.663,0.547
58,382.943,0.671,0.772,0.627,0.672
58,384.615,0.697,0.773,0.682,0.666
58,386.288,0.751,0.759,0.709,0.609
58,387.960,0.741,0.776,0.720,0.413
58,389.632,0.700,0.738,0.792,0.720
58,391.304,0.687,0.732,0.724,0.587
58,392.977,0.722,0.737,0.729,0.451
58,394.649,0.757,0.779,0.758,0.466
58,396.321,0.753,0.785,0.756,0.161
58,397.993,0.736,0.818,0.838,0.041
58,399.666,0.717,0.803,0.739,0.264
58,401.338,0.762,0.804,0.614,0.436
58,403.010,0.780,0.824,0.539,0.473
58,404.682,0.759,0.787,0.435,0.438
58,406.355,0.703,0.813,0.325,0.503
58,408.027,0.811,0.818,0.305,0.257
58,409.699,0.842,0.763,0.261,0.064
58,411.371,0.741,0.741,0.207,0.188
58,413.043,0.681,0.747,0.188,0.018
58,414.716,0.631,0.778,0.179,0.029
58,416.388,0.585,0.875,0.142,0.129
58,418.060,0.522,0.826,0.134,0.137
58,419.732,0.509,0.769,0.243,0.050
58,421.405,0.548,0.779,0.347,0.519
58,423.077,0.607,0.741,0.430,0.464
58,424.749,0.595,0.742,0.456,0.340
58,426.421,0.643,0.793,0.486,0.484
59,0.000,0.061,0.251,0.048,0.441
59,1.672,0.051,0.218,0.036,0.411
59,3.344,0.036,0.192,0.024,0.338
59,5.017,0.067,0.166,0.038,0.637
59,6.689,0.036,0.125,0.006,0.544
59,8.361,0.051,0.113,0.030,0.507
59,10.033,0.062,0.086,0.015,0.352
59,11.706,0.081,0.089,0.002,0.598
59,13.378,0.089,0.051,0.010,0.427
59,15.050,0.047,0.053,0.010,0.722
59,16.722,0.061,0.052,0.010,0.585
59,18.395,0.090,0.047,0.003,0.575
59,20.067,0.081,0.049,0.010,0.426
59,21.739,0.103,0.033,0.003,0.385
59,23.411,0.044,0.022,0.014,0.379
59,25.084,0.079,0.041,0.027,0.426
59,26.756,0.054,0.027,0.022,0.568
59,28.428,0.046,0.024,0.008,0.568
59,30.100,0.068,0.024,0.012,0.578
59,31.773,0.065,0.034,0.015,0.295
59,33.445,0.050,0.025,0.017,0.417
59,35.117,0.075,0.028,0.009,0.331
59,36.789,0.115,0.040,0.022,0.403
59,38.462,0.061,0.018,0.001,0.408
59,40.134,0.083,0.016,0.017,0.311
59,41.806,0.056,0.022,0.035,0.344
59,43.478,0.022,0.017,0.002,0.325
59,45.151,0.043,0.030,0.004,0.450
59,46.823,0.034,0.013,0.022,0.380
59,48.495,0.056,0.015,0.015,0.420
59,50.167,0.054,0.014,0.010,0.634
59,51.839,0.040,0.018,0.007,0.617
59,53.512,0.018,0.033,0.008,0.591
59,55.184,0.053,0.038,0.005,0.547
59,56.856,0.042,0.029,0.014,0.483
59,58.528,0.090,0.012,0.009,0.697
59,60.201,0.061,0.024,0.009,0.406
59,61.873,0.044,0.020,0.014,0.612
59,63.545,0.090,0.010,0.005,0.567
59,65.217,0.065,0.018,0.015,0.469
59,66.890,0.084,0.004,0.008,0.602
59,68.562,0.062,0.006,0.009,0.694
59,70.234,0.072,0.003,0.013,0.465
59,71.906,0.090,0.014,0.013,0.324
59,73.579,0.073,0.040,0.010,0.115
59,75.251,0.098,0.025,0.012,0.017
59,76.923,0.111,0.003,0.006,0.075
59,78.595,0.092,0.011,0.018,0.057
59,80.268,0.039,0.016,0.007,0.533
59,81.940,0.046,0.019,0.001,0.630
59,83.612,0.054,0.030,0.018,0.187
59,85.284,0.030,0.015,0.007,0.203
59,86.957,0.013,0.014,0.015,0.047
59,88.629,0.022,0.018,0.007,0.071
59,90.301,0.016,0.016,0.013,0.017
59,91.973,0.068,0.015,0.000,0.201
59,93.645,0.040,0.008,0.010,0.035
59,95.318,0.080,0.018,0.008,0.167
59,96.990,0.026,0.016,0.022,0.135
59,98.662,0.028,0.024,0.029,0.018
59,100.334,0.086,0.025,0.013,0.143
59,102.007,0.050,0.025,0.010,0.018
59,103.679,0.055,0.042,0.021,0.061
59,105.351,0.056,0.007,0.026,0.044
59,107.023,0.057,0.024,0.007,0.012
59,108.696,0.056,0.017,0.013,0.123
59,110.368,0.045,0.011,0.003,0.050
59,112.040,0.087,0.005,0.110,0.001
59,113.712,0.143,0.030,0.215,0.018
59,115.385,0.330,0.044,0.284,0.111
59,117.057,0.488,0.090,0.345,0.012
59,118.729,0.525,0.193,0.416,0.047
59,120.401,0.521,0.319,0.374,0.098
59,122.074,0.524,0.407,0.325,0.017
59,123.746,0.529,0.463,0.287,0.021
59,125.418,0.577,0.516,0.242,0.001
59,127.090,0.574,0.548,0.232,0.049
59,128.763,0.551,0.569,0.197,0.019
59,130.435,0.536,0.627,0.148,0.085
59,132.107,0.523,0.626,0.146,0.199
59,133.779,0.435,0.618,0.121,0.034
59,135.452,0.332,0.607,0.099,0.005
59,137.124,0.257,0.591,0.089,0.083
59,138.796,0.166,0.544,0.084,0.146
59,140.468,0.188,0.499,0.065,0.016
59,142.140,0.172,0.444,0.073,0.041
59,143.813,0.129,0.406,0.054,0.033
59,145.485,0.118,0.349,0.060,0.272
59,147.157,0.058,0.299,0.036,0.045
59,148.829,0.070,0.260,0.041,0.041
59,150.502,0.072,0.215,0.027,0.084
59,152.174,0.088,0.180,0.018,0.071
59,153.846,0.057,0.173,0.039,0.066
59,155.518,0.094,0.132,0.050,0.169
59,157.191,0.051,0.129,0.111,0.003
59,158.863,0.167,0.111,0.215,0.162
59,160.535,0.320,0.126,0.250,0.126
59,162.207,0.402,0.228,0.349,0.114
59,163.880,0.509,0.303,0.494,0.046
59,165.552,0.428,0.348,0.541,0.026
59,167.224,0.491,0.467,0.537,0.061
59,168.896,0.577,0.439,0.610,0.020
59,170.569,0.583,0.430,0.505,0.028
59,172.241,0.687,0.463,0.412,0.018
59,173.913,0.631,0.525,0.329,0.032
59,175.585,0.613,0.503,0.291,0.127
59,177.258,0.645,0.516,0.234,0.177
59,178.930,0.665,0.550,0.207,0.025
59,180.602,0.644,0.630,0.190,0.143
59,182.274,0.621,0.680,0.160,0.029
59,183.946,0.515,0.718,0.127,0.211
59,185.619,0.508,0.684,0.108,0.060
59,187.291,0.394,0.725,0.088,0.003
59,188.963,0.272,0.661,0.085,0.213
59,190.635,0.245,0.620,0.066,0.015
59,192.308,0.247,0.527,0.055,0.020
59,193.980,0.141,0.468,0.070,0.017
59,195.652,0.137,0.413,0.036,0.113
59,197.324,0.101,0.347,0.050,0.106
59,198.997,0.074,0.297,0.029,0.125
59,200.669,0.068,0.249,0.036,0.060
59,202.341,0.110,0.202,0.074,0.083
59,204.013,0.165,0.190,0.220,0.025
59,205.686,0.267,0.202,0.297,0.062
59,207.358,0.349,0.263,0.388,0.043
59,209.030,0.507,0.370,0.520,0.015
59,210.702,0.548,0.400,0.567,0.041
59,212.375,0.633,0.474,0.484,0.022
59,214.047,0.723,0.499,0.416,0.099
59,215.719,0.727,0.542,0.341,0.070
59,217.391,0.635,0.587,0.299,0.030
59,219.064,0.608,0.671,0.252,0.030
59,220.736,0.628,0.699,0.253,0.060
59,222.408,0.567,0.783,0.201,0.047
59,224.080,0.559,0.807,0.201,0.378
59,225.753,0.598,0.759,0.150,0.213
59,227.425,0.514,0.765,0.160,0.136
59,229.097,0.548,0.788,0.124,0.011
59,230.769,0.447,0.805,0.119,0.030
59,232.441,0.380,0.807,0.111,0.025
59,234.114,0.332,0.758,0.108,0.088
59,235.786,0.300,0.760,0.091,0.007
59,237.458,0.306,0.668,0.095,0.026
59,239.130,0.292,0.639,0.071,0.072
59,240.803,0.229,0.602,0.122,0.065
59,242.475,0.279,0.561,0.204,0.158
59,244.147,0.364,0.495,0.294,0.182
59,245.819,0.513,0.559,0.368,0.319
59,247.492,0.582,0.598,0.491,0.392
59,249.164,0.615,0.608,0.565,0.411
59,250.836,0.637,0.654,0.602,0.552
59,252.508,0.649,0.713,0.603,0.292
59,254.181,0.706,0.774,0.673,0.633
59,255.853,0.756,0.737,0.625,0.540
59,257.525,0.679,0.786,0.547,0.459
59,259.197,0.741,0.767,0.462,0.476
59,260.870,0.676,0.807,0.411,0.368
59,262.542,0.747,0.791,0.333,0.529
59,264.214,0.734,0.756,0.394,0.478
59,265.886,0.704,0.744,0.431,0.436
59,267.559,0.673,0.777,0.519,0.337
59,269.231,0.630,0.791,0.569,0.575
59,270.903,0.606,0.785,0.604,0.502
59,272.575,0.703,0.847,0.534,0.558
59,274.247,0.700,0.860,0.433,0.724
59,275.920,0.730,0.786,0.379,0.505
59,277.592,0.681,0.803,0.398,0.280
59,279.264,0.657,0.792,0.416,0.525
59,280.936,0.751,0.774,0.499,0.658
59,282.609,0.747,0.798,0.584,0.437
59,284.281,0.672,0.806,0.636,0.284
59,285.953,0.678,0.849,0.659,0.414
59,287.625,0.682,0.842,0.638,0.466
59,289.298,0.729,0.823,0.573,0.528
59,290.970,0.666,0.868,0.472,0.604
59,292.642,0.700,0.845,0.414,1.000
59,294.314,0.669,0.890,0.361,0.539
59,295.987,0.717,0.857,0.320,0.354
59,297.659,0.814,0.843,0.261,0.410
59,299.331,0.758,0.840,0.234,0.452
59,301.003,0.738,0.788,0.321,0.426
59,302.676,0.775,0.811,0.378,0.384
59,304.348,0.812,0.792,0.496,0.413
59,306.020,0.803,0.751,0.539,0.376
59,307.692,0.725,0.759,0.459,0.392
59,309.365,0.836,0.745,0.401,0.523
59,311.037,0.703,0.788,0.355,0.359
59,312.709,0.654,0.816,0.301,0.414
59,314.381,0.640,0.852,0.270,0.552
59,316.054,0.691,0.833,0.232,0.490
59,317.726,0.573,0.816,0.192,0.510
59,319.398,0.566,0.826,0.164,0.449
59,321.070,0.468,0.761,0.122,0.300
59,322.742,0.457,0.815,0.115,0.386
59,324.415,0.390,0.784,0.097,0.486
59,326.087,0.296,0.724,0.080,0.562
59,327.759,0.243,0.649,0.081,0.318
59,329.431,0.219,0.595,0.083,0.321
59,331.104,0.235,0.559,0.188,0.643
59,332.776,0.330,0.501,0.284,0.354
59,334.448,0.393,0.467,0.312,0.285
59,336.120,0.543,0.529,0.388,0.484
59,337.793,0.505,0.587,0.478,0.418
59,339.465,0.608,0.595,0.582,0.416
59,341.137,0.592,0.626,0.641,0.436
59,342.809,0.657,0.664,0.675,0.409
59,344.482,0.642,0.645,0.672,0.438
59,346.154,0.666,0.682,0.721,0.457
59,347.826,0.585,0.696,0.702,0.440
59,349.498,0.612,0.719,0.715,0.343
59,351.171,0.579,0.776,0.753,0.289
59,352.843,0.558,0.767,0.736,0.431
59,354.515,0.536,0.779,0.736,0.304
59,356.187,0.551,0.796,0.696,0.538
59,357.860,0.574,0.801,0.778,0.463
59,359.532,0.654,0.828,0.812,0.885
59,361.204,0.592,0.817,0.815,0.616
59,362.876,0.654,0.779,0.831,0.650
59,364.548,0.693,0.760,0.862,0.454
59,366.221,0.791,0.752,0.786,0.467
59,367.893,0.659,0.770,0.689,0.389
59,369.565,0.619,0.776,0.602,0.274
59,371.237,0.587,0.748,0.507,0.324
59,372.910,0.689,0.767,0.440,0.118
59,374.582,0.744,0.751,0.369,0.082
59,376.254,0.668,0.759,0.314,0.057
59,377.926,0.642,0.794,0.289,0.074
59,379.599,0.632,0.777,0.238,0.119
59,381.271,0.563,0.809,0.209,0.003
59,382.943,0.628,0.741,0.194,0.086
59,384.615,0.594,0.764,0.161,0.113
59,386.288,0.476,0.781,0.134,0.164
59,387.960,0.434,0.792,0.116,0.030
59,389.632,0.400,0.779,0.123,0.035
59,391.304,0.330,0.685,0.087,0.126
59,392.977,0.226,0.680,0.088,0.051
59,394.649,0.227,0.586,0.076,0.050
59,396.321,0.142,0.513,0.098,0.028
59,397.993,0.137,0.435,0.061,0.045
59,399.666,0.150,0.385,0.047,0.080
59,401.338,0.112,0.333,0.040,0.085
59,403.010,0.079,0.277,0.051,0.002
59,404.682,0.066,0.219,0.057,0.107
59,406.355,0.128,0.178,0.169,0.051
59,408.027,0.257,0.165,0.151,0.060
59,409.699,0.259,0.197,0.133,0.066
59,411.371,0.232,0.246,0.099,0.004
59,413.043,0.205,0.240,0.097,0.177
59,414.716,0.208,0.209,0.078,0.252
59,416.388,0.170,0.224,0.109,0.246
59,418.060,0.186,0.176,0.059,0.375
59,419.732,0.160,0.180,0.050,0.464
59,421.405,0.090,0.141,0.059,0.445
59,423.077,0.078,0.112,0.028,0.352
59,424.749,0.063,0.108,0.023,0.517
59,426.421,0.110,0.088,0.015,0.551
60,0.000,0.597,0.602,0.300,0.022
60,1.672,0.726,0.638,0.392,0.091
60,3.344,0.760,0.679,0.452,0.009
60,5.017,0.853,0.730,0.497,0.136
60,6.689,0.698,0.806,0.504,0.058
60,8.361,0.685,0.821,0.603,0.013
60,10.033,0.684,0.862,0.607,0.056
60,11.706,0.704,0.858,0.699,0.557
60,13.378,0.676,0.819,0.740,0.596
60,15.050,0.689,0.821,0.714,0.500
60,16.722,0.793,0.818,0.797,0.433
60,18.395,0.774,0.848,0.857,0.294
60,20.067,0.692,0.782,0.885,0.297
60,21.739,0.721,0.817,0.927,0.319
60,23.411,0.755,0.788,0.909,0.491
60,25.084,0.709,0.785,0.939,0.601
60,26.756,0.664,0.791,0.895,0.540
60,28.428,0.641,0.814,0.915,0.286
60,30.100,0.648,0.776,0.874,0.431
60,31.773,0.619,0.790,0.887,0.326
60,33.445,0.595,0.832,0.852,0.303
60,35.117,0.734,0.797,0.888,0.428
60,36.789,0.604,0.784,0.812,0.268
60,38.462,0.609,0.796,0.766,0.092
60,40.134,0.652,0.795,0.763,0.113
60,41.806,0.621,0.760,0.821,0.062
60,43.478,0.682,0.763,0.712,0.039
60,45.151,0.677,0.767,0.563,0.010
60,46.823,0.791,0.810,0.479,0.129
60,48.495,0.781,0.849,0.464,0.505
60,50.167,0.770,0.860,0.530,0.425
60,51.839,0.707,0.862,0.593,0.448
60,53.512,0.653,0.870,0.612,0.439
60,55.184,0.708,0.860,0.610,0.317
60,56.856,0.641,0.837,0.695,0.454
60,58.528,0.622,0.813,0.682,0.293
60,60.201,0.609,0.833,0.545,0.348
60,61.873,0.663,0.807,0.458,0.414
60,63.545,0.710,0.817,0.389,0.364
60,65.217,0.690,0.836,0.344,0.478
60,66.890,0.647,0.835,0.268,0.346
60,68.562,0.625,0.835,0.235,0.458
60,70.234,0.574,0.823,0.262,0.536
60,71.906,0.606,0.810,0.205,0.247
60,73.579,0.628,0.765,0.177,0.283
60,75.251,0.609,0.738,0.164,0.401
60,76.923,0.582,0.740,0.135,0.405
60,78.595,0.381,0.719,0.121,0.443
60,80.268,0.303,0.687,0.108,0.481
60,81.940,0.275,0.614,0.075,0.469
60,83.612,0.211,0.548,0.050,0.415
60,85.284,0.170,0.463,0.063,0.377
60,86.957,0.166,0.391,0.068,0.450
60,88.629,0.201,0.352,0.214,0.648
60,90.301,0.318,0.354,0.309,0.424
60,91.973,0.381,0.371,0.399,0.386
60,93.645,0.525,0.425,0.462,0.064
60,95.318,0.556,0.510,0.491,0.039
60,96.990,0.756,0.536,0.547,0.130
60,98.662,0.824,0.540,0.598,0.151
60,100.334,0.787,0.580,0.647,0.058
60,102.007,0.830,0.627,0.650,0.311
60,103.679,0.780,0.655,0.631,0.517
60,105.351,0.811,0.715,0.669,0.414
60,107.023,0.937,0.742,0.651,0.512
60,108.696,0.834,0.747,0.681,0.424
60,110.368,0.756,0.742,0.749,0.363
60,112.040,0.745,0.783,0.779,0.471
60,113.712,0.734,0.811,0.808,0.541
60,115.385,0.758,0.805,0.838,0.262
60,117.057,0.730,0.810,0.871,0.394
60,118.729,0.682,0.816,0.808,0.564
60,120.401,0.644,0.815,0.799,0.390
60,122.074,0.671,0.826,0.810,0.460
60,123.746,0.573,0.874,0.771,0.472
60,125.418,0.656,0.832,0.801,0.439
60,127.090,0.714,0.761,0.802,0.636
60,128.763,0.643,0.750,0.839,0.697
60,130.435,0.626,0.723,0.756,0.489
60,132.107,0.615,0.727,0.830,0.280
60,133.779,0.691,0.725,0.777,0.418
60,135.452,0.739,0.733,0.816,0.418
60,137.124,0.730,0.789,0.802,0.370
60,138.796,0.785,0.847,0.715,0.678
60,140.468,0.797,0.815,0.588,0.681
60,142.140,0.749,0.747,0.518,0.474
60,143.813,0.729,0.791,0.456,0.453
60,145.485,0.706,0.759,0.374,0.379
60,147.157,0.729,0.772,0.322,0.473
60,148.829,0.737,0.778,0.293,0.447
60,150.502,0.657,0.793,0.214,0.647
60,152.174,0.648,0.788,0.168,0.654
60,153.846,0.612,0.791,0.163,0.734
60,155.518,0.609,0.802,0.153,0.451
60,157.191,0.504,0.784,0.105,0.583
60,158.863,0.433,0.815,0.095,0.125
60,160.535,0.302,0.799,0.066,0.117
60,162.207,0.220,0.677,0.085,0.069
60,163.880,0.189,0.614,0.059,0.255
60,165.552,0.144,0.574,0.050,0.195
60,167.224,0.138,0.480,0.032,0.120
60,168.896,0.116,0.440,0.027,0.019
60,170.569,0.094,0.378,0.049,0.129
60,172.241,0.119,0.302,0.025,0.088
60,173.913,0.145,0.255,0.038,0.035
60,175.585,0.074,0.211,0.020,0.177
60,177.258,0.078,0.194,0.016,0.032
60,178.930,0.059,0.152,0.012,0.028
60,180.602,0.090,0.141,0.010,0.086
60,182.274,0.067,0.133,0.006,0.036
60,183.946,0.070,0.100,0.005,0.027
60,185.619,0.068,0.076,0.014,0.377
60,187.291,0.056,0.069,0.027,0.535
60,188.963,0.062,0.059,0.139,0.496
60,190.635,0.204,0.065,0.330,0.402
60,192.308,0.389,0.152,0.386,0.549
60,193.980,0.510,0.234,0.353,0.544
60,195.652,0.642,0.303,0.294,0.386
60,197.324,0.577,0.401,0.269,0.471
60,198.997,0.630,0.477,0.220,0.403
60,200.669,0.618,0.528,0.181,0.298
60,202.341,0.660,0.554,0.170,0.444
60,204.013,0.575,0.578,0.127,0.643
60,205.686,0.502,0.592,0.106,0.485
60,207.358,0.410,0.634,0.114,0.348
60,209.030,0.352,0.655,0.100,0.162
60,210.702,0.295,0.613,0.085,0.235
60,212.375,0.244,0.551,0.081,0.492
60,214.047,0.163,0.506,0.068,0.195
60,215.719,0.124,0.455,0.071,0.089
60,217.391,0.102,0.387,0.062,0.031
60,219.064,0.096,0.301,0.072,0.062
60,220.736,0.099,0.274,0.046,0.040
60,222.408,0.051,0.218,0.054,0.061
60,224.080,0.055,0.210,0.041,0.052
60,225.753,0.089,0.166,0.029,0.626
60,227.425,0.104,0.112,0.022,0.535
60,229.097,0.118,0.099,0.046,0.327
60,230.769,0.113,0.085,0.025,0.455
60,232.441,0.062,0.082,0.038,0.339
60,234.114,0.064,0.081,0.025,0.503
